trial,chromosome,n_val,spearman_rho,best_n_estimators,pruned
6,14,25976,0.1692257168890167,1016,false
6,15,27880,0.16666360588001106,900,false
6,16,27972,0.16820136136438255,708,false
6,17,35444,0.17043584153858393,1110,false
6,18,18180,0.16472702257449018,733,false
6,19,33552,0.15133927949202639,1380,false
6,20,21792,0.17010067021708564,829,false
6,21,11324,0.18200014717293528,763,false
6,22,16664,0.16937127097905744,803,false
7,2,62104,0.17129847985674387,323,false
7,3,43116,0.16296349015692782,452,false
7,4,41448,0.18648112575847497,253,false
7,5,41200,0.16723365440738006,391,false
7,6,45488,0.17296388132063134,436,false
7,7,36816,0.18904452359445884,383,false
7,8,32904,0.15939889482199304,443,false
7,9,29048,0.17007448047117568,213,false
7,X,11156,0.15940249553496844,392,false
7,Y,1000,0.18912686070579632,418,false
7,10,31808,0.17448109343600512,423,false
7,11,36908,0.16664392008406387,429,false
7,12,39700,0.17616715722642973,459,false
7,13,22392,0.1677886684337005,547,false
7,14,25976,0.16640302718498723,607,false
7,15,27880,0.1661172688964486,475,false
7,16,27972,0.16582389677078727,413,false
7,17,35444,0.17197245206324888,493,false
7,18,18180,0.16378823913400975,236,false
7,19,33552,0.1547189000719571,434,false
7,20,21792,0.16339203028140173,265,false
7,21,11324,0.17963142580832553,411,false
7,22,16664,0.1660122614775936,419,false
8,2,62104,0.15018970737302853,1032,false
8,3,43116,0.14103338700662935,1257,false
8,4,41448,0.16784120013602533,968,false
8,5,41200,0.15279215282833694,883,false
8,6,45488,0.15786423912761355,4837,false
8,7,36816,0.16507520706665324,1413,false
8,8,32904,0.1364205228816649,2679,false
8,9,29048,0.14531222954673953,598,false
8,X,11156,0.14691239316151605,1764,false
8,Y,1000,0.1823912467534757,1951,false
8,10,31808,0.15571511831721088,1664,false
8,11,36908,0.14169618672163192,1815,false
8,12,39700,0.15554583950246925,1640,false
8,13,22392,0.14903116483098688,1995,false
8,14,25976,0.14207665404110406,1680,false
8,15,27880,0.14418108633342505,1730,false
8,16,27972,0.13284449377570723,878,false
8,17,35444,0.15119674401206173,2754,false
8,18,18180,0.15255087770858738,1090,false
8,19,33552,0.11330293130453394,2428,false
8,20,21792,0.13616950865765173,1043,false
8,21,11324,0.1368133342917189,610,false
8,22,16664,0.13492854339943078,1555,false
9,2,62104,0.1510265984283528,404,false
9,3,43116,0.1453797960601307,838,false
9,4,41448,0.1674019928520773,316,false
9,5,41200,0.15333647311435486,452,false
9,6,45488,0.15752633151290188,2053,false
9,7,36816,0.16346095342174122,335,false
9,8,32904,0.13557829689795808,724,false
9,9,29048,0.14609682411436056,219,false
9,X,11156,0.14703100375477068,976,false
9,Y,1000,0.16216862483571323,1266,false
9,10,31808,0.1574536013519793,769,false
9,11,36908,0.14024343825645402,768,false
9,12,39700,0.156466963289691,778,false
9,13,22392,0.1422626035917176,305,false
9,14,25976,0.13477944862866045,285,false
9,15,27880,0.14493330234129775,528,false
9,16,27972,0.13324702987916454,330,false
9,17,35444,0.15407059434432221,1829,false
9,18,18180,0.14980633787444653,271,false
9,19,33552,0.11999416840434837,1618,false
9,20,21792,0.13555151097354443,403,false
9,21,11324,0.14070229127546724,310,false
9,22,16664,0.13815052788109042,873,false
10,2,62104,0.16457852568638676,98,false
10,3,43116,0.15756465738146117,65,false
10,4,41448,0.17788085064592954,43,false
10,5,41200,0.15838929497868992,71,false
10,6,45488,0.16432949809071326,76,false
10,7,36816,0.17559351230055648,45,false
